Density,Lat,Lon
833,50.03185827535208,36.34393952636943
648,50.033825730139,36.3443321403258
555,50.03337088835766,36.34545866812986
329,50.03360377831889,36.347339149030084
555,50.03419787020213,36.34681050145723
367,50.03481494542084,36.34540465662999
164,50.03470294140904,36.34646374654573
164,50.034722,36.346667
164,50.032773396101,36.34773975602537
164,50.0325537674689,36.34803234122529
555,50.03162342731831,36.34519892196064
370,50.0312252631306,36.34687987974755
555,50.03118427235349,36.34952797337141
550,50.03130869499773,36.35021821850111
933,50.0314125503067,36.35211617481652
216,50.03056349141453,36.35289914949693
648,50.03129215522281,36.35355811123145
324,50.03033453610037,36.35445127407771
82,49.98849328061781,36.328627207100844
370,49.99194961974837,36.32804428761644
154,49.992248530873006,36.32743404495825
308,49.99266653629447,36.32710349688773
463,49.99283467152779,36.326090058209374
370,49.992935684672055,36.32856759745868
373,49.993796176205386,36.32836570040908
385,49.993675996749396,36.32717675119014
154,49.99387309089961,36.32649628339816
154,49.99869945398247,36.33047493448535
231,49.99906786321475,36.33116209055566
231,49.99948662182083,36.33198032804817
370,49.994752713076934,36.32846033965546
154,49.99444231957214,36.32717607399235
385,49.99452659666301,36.326245910639386
278,49.9943445009082,36.324985094402
370,49.99530052978722,36.327685772318226
645,49.99984004679385,36.32993492586902
154,50.000320205474964,36.33127234457283
231,50.000593982328056,36.33216735903082
668,49.99670559928967,36.32829152161821
645,50.001542147883896,36.33073002894229
154,50.00144646207563,36.33151271952028
154,50.001219931437916,36.33238291435707
154,50.00152197205128,36.33292678610117
231,50.00169816153545,36.33382743768277
154,50.002335794261086,36.3343365016623
409,49.99938740691104,36.328372942089366
555,49.99991706618207,36.32689101075852
740,50.00096669616882,36.32525782126388
645,50.00313476101055,36.33167458868799
308,50.002767789570534,36.333229916162935
154,50.00216438878319,36.33261300805751
817,50.00066416515221,36.3288226808224
164,50.00431612457888,36.332236195047415
164,50.003971161413446,36.33271721205504
370,50.00140796152856,36.32787156290408
1223,50.003303133008814,36.334097118604916
409,50.00281604483952,36.33499366699732
817,50.00217197244727,36.329439059398595
164,50.00463129196796,36.332556958400964
164,50.00498982464923,36.33282506451716
164,50.00437837195631,36.33326614232121
409,50.00333708913915,36.33005743880234
501,50.004251167493585,36.330477991643086
301,50.00416136706846,36.32946292404845
301,50.00390230578423,36.32914943165874
164,50.005431407815166,36.332880325639
571,50.00488206395461,36.33116220101004
164,50.00569830274191,36.32957772220662
157,50.00532987100719,36.33003004740754
164,50.00579904530273,36.330585377357174
645,50.01480036775494,36.34319910807308
154,50.01447888504032,36.34384563751739
385,50.013835913154615,36.34417659906729
154,50.01394472438621,36.345138696596074
504,50.006436222764975,36.33061627546241
380,50.006483761161824,36.3293457910007
380,50.00636503505943,36.32833153333325
1013,50.01649695147584,36.344714149691555
308,50.01530556356014,36.34531969221162
154,50.01584710718262,36.34508246934307
154,50.016765711667766,36.34593772019763
308,50.01667746221791,36.346736786702195
511,50.00672137371462,36.33237636051207
326,50.007075023748726,36.32922514415572
329,50.01608861871126,36.347414896216655
367,50.00720969132659,36.332587139653334
637,50.00737219345822,36.327258725996934
1013,50.01926241545272,36.347047271359045
154,50.018524479847876,36.34773931183624
154,50.01926439791396,36.34841977956382
367,50.00968307713922,36.335228429284875
278,50.009927415427086,36.33414716324026
553,50.0103580243826,36.336113803535284
370,50.01060141066854,36.334098923300004
370,50.010914333914826,36.33512896996605
164,50.011223243326135,36.33398031186573
278,50.01143988808983,36.3330504498846
367,50.02285444438425,36.35021368700778
154,50.02299274507172,36.35125318670124
308,50.02321307056832,36.35238797479936
365,50.02193901601177,36.349623069572765
367,50.01108678315723,36.33714705120261
370,50.02377641844758,36.35100908936465
555,50.01200304752781,36.33840471815386
370,50.012057795796935,36.33714868867702
370,50.02446814625165,36.35175466825891
370,50.02480905385224,36.35289084092761
367,50.01285182085469,36.33954381479039
367,50.025347942570825,36.35338055743481
1290,50.01590277567601,36.34268772428578
385,50.0148746976575,36.34016026727407
231,50.01573954810022,36.34124297638363
231,50.01641516561481,36.34170968077643
306,50.01657028055649,36.34065289033217
164,50.017287249704104,36.34067971242371
370,50.02618358420458,36.35324815988278
812,50.01741734316125,36.343973219425635
370,50.027032772909706,36.35384710883493
370,50.018564840667125,36.34492969948751
231,50.01851654829031,36.34381023800589
154,50.01916110550519,36.34365466987495
157,50.019212807580935,36.3445558921507
370,50.01940724164395,36.34553115725732
370,50.02014534245755,36.346364348805956
401,50.031601236678036,36.35814179550817
437,50.03093448011391,36.35891221490741
224,50.0313879694504,36.35925922422587
1013,50.02409054570008,36.349480564303256
231,50.023118168164686,36.34780459930513
154,50.023067942036306,36.34683522237806
385,50.02403562300532,36.34753880240126
154,50.023694090771556,36.348169418570194
154,50.02419969154827,36.34857071976861
308,50.03137057158266,36.359915241766366
308,50.03101568037877,36.360173980558756
308,50.03055373976966,36.359897398787304
329,50.02490495674598,36.350327459303564
738,50.0256617049041,36.35113415335237
555,50.0258756770951,36.34963188294761
555,50.026661882952766,36.3505016191288
370,50.02669649550269,36.34881602428672
278,50.02707723180105,36.34975503147481
278,50.02718601305158,36.35171771040678
324,50.030407492002034,36.35519858116201
278,50.03107016761923,36.35541238005447
278,50.03115654902586,36.354518479976534
324,50.03178945387565,36.35450470632927
278,50.031987085385566,36.35564572466167
275,50.031439499979896,36.35605325752933
367,50.0351904768906,36.34720958992205
164,50.035513864449435,36.347454501805345
920,50.035250037152124,36.348979372570504
278,50.034369457725674,36.34917381599063
298,50.03399153093113,36.34848651866042
329,50.03344971918495,36.349960042457155
324,50.03383575976791,36.351942867633504
535,50.03424319560633,36.350266952494295
262,50.03367142865585,36.3509526587481
324,50.03359113037858,36.35295383545242
278,50.033061910847614,36.35290458109697
278,50.03250967555713,36.352900103429896
278,50.03358004408325,36.354149001162774
164,50.03317083647726,36.351849734052195
164,50.03305633182729,36.35092277979554
648,50.03399559060095,36.35425199720807
483,50.0346134880242,36.35132124253526
601,50.033035114437226,36.3551863417642
367,50.03345898284063,36.35635098784111
367,50.03294796926166,36.356087161453566
367,50.03312985290922,36.35735088212741
550,50.02943062062141,36.34248586283876
278,50.028792848284674,36.34250236492018
555,50.029505836115554,36.344618407914744
278,50.029166002113975,36.3436329957215
370,50.02863292432214,36.344462816473325
164,50.029841757222584,36.345831796276016
553,50.02908213027122,36.345681391257045
553,50.02936865763026,36.347864857124705
164,50.02968850011274,36.34915107932119
553,50.029105452321865,36.34913552018129
278,50.02807927100977,36.348845082835226
553,50.02884557730104,36.35064475665221
370,50.028219206109334,36.349903104307884
164,50.027867024248934,36.34804678985464
370,50.028298916595205,36.351872855530786
278,50.02782569036674,36.35067425577394
645,50.02777877367124,36.35599479755481
308,50.02712106102066,36.35539549768543
308,50.026054264048895,36.35481492593727
463,50.02596202108848,36.35656288389981
154,50.02571737587017,36.35563272054684
645,50.02727746909506,36.3585293364896
308,50.02657162341561,36.359203548829825
308,50.0260983801684,36.357755240790304
385,50.025789566382905,36.35970296539518
154,50.025556952090575,36.358766559335145
164,50.02449185718838,36.35959010856851
645,50.02673885681448,36.36193647940802
308,50.026090328860654,36.36184674738527
154,50.025624344109595,36.360792396174816
154,50.02526404352525,36.36186918036227
463,50.025446596156655,36.36285623253512
370,50.02631577517886,36.364535592023806
370,50.026095211883,36.365780137071276
370,50.024953664628036,36.369576886973114
370,50.02465687551274,36.37067560341689
923,50.02390687321286,36.37290424974457
555,50.023610162166634,36.37057778177779
154,50.02361685890965,36.37199015348967
231,50.02296447332136,36.3718749511953
154,50.02307552177301,36.373121893624166
154,50.02261149615456,36.372930531103016
154,50.02224770686415,36.372441798861125
308,50.02191768595238,36.37196446066749
645,50.022400324762465,36.375880619756046
308,50.02191362800431,36.37381042478079
370,50.02147026296384,36.37713103825568
329,50.02412775493784,36.34291848569075
370,50.02480273933853,36.34242082163161
1352,50.02370670910555,36.34366360655828
329,50.025070125683605,36.34477816511587
278,50.02570067631481,36.344157965433546
555,50.02236601409259,36.34424226441442
154,50.023209372803976,36.34415796542979
231,50.02301594321538,36.34489257086727
154,50.023689074821384,36.344621609827755
383,50.02421519410907,36.34539836473131
278,50.0223871810393,36.34574548736457
154,50.02292962821036,36.34569337032581
0,50.021930529073636,36.34754442265944
360,50.02301614132786,36.33714761822557
553,50.02262766518103,36.338324894477985
370,50.02204519330492,36.3374773163995
370,50.021362761651034,36.33796547846358
830,50.02188306989209,36.35201544950428
231,50.022627376863035,36.35319453984627
154,50.02265445727138,36.35237563542415
154,50.022561610093504,36.35158081642622
553,50.021800761186846,36.33925112710306
164,50.024847206484004,36.35423398900079
164,50.02477799757919,36.35660540252339
370,50.021612678947996,36.34051911122409
576,50.02083505823714,36.33969698889472
278,50.02066462663461,36.34075751369809
532,50.02009772793161,36.33911605100217
833,50.021737665908724,36.35549049835163
231,50.0223170603846,36.35718223972072
154,50.02235069061622,36.356277441887435
154,50.02235069061622,36.355447420734585
231,50.02251884142106,36.35453514523325
154,50.023071332778564,36.35499128298392
308,50.02298966054333,36.35640456224418
370,50.02122728082536,36.34175057914003
370,50.021235018304466,36.34286452996085
154,50.020534770714676,36.34316559766784
385,50.020283298097326,36.34236475731387
833,50.02110539456917,36.359015385252505
231,50.022012678974185,36.35850597218381
154,50.022133224259086,36.35954831295892
154,50.02151710073616,36.36000173119609
154,50.021289400912,36.36067404097305
308,50.02185864844702,36.360955472982326
648,50.020313281708766,36.345245695674855
154,50.02001672570885,36.344184899597494
367,50.018850204541174,36.3634907635304
370,50.01868871154117,36.36457587847633
714,50.02058739177813,36.34872468412336
738,50.01764977576796,36.36541120046298
278,50.01767884249267,36.366713579502495
645,50.01827338564697,36.36695132789277
154,50.01970975739601,36.36790243261909
463,50.01995286841016,36.35034834426497
540,50.01858388672886,36.34871521874772
154,50.018699210135345,36.34983050052229
164,50.01776586739473,36.351607628222105
164,50.01752543500417,36.35142488730637
645,50.01638868828365,36.367606083118936
278,50.02044597941835,36.35170553696579
648,50.01999920673123,36.35239504749497
154,50.018953158132035,36.35249266057592
463,50.01944251622323,36.354128249827454
463,50.01879672293676,36.35359761972676
154,50.01829532463937,36.35359761970379
329,50.02028428000662,36.3552279722136
648,50.01956432940157,36.35580336440378
463,50.01913760123788,36.357248135165804
154,50.01890321767689,36.35605723429446
385,50.018479256281324,36.356481023340805
861,50.016812000016856,36.36123675343138
861,50.017122895475254,36.36307954951218
370,50.01623012632076,36.36268258255738
360,50.0158598786931,36.36149610161943
231,50.01529007968604,36.36079570774991
1013,50.01588768885317,36.36524773609656
231,50.00960432355977,36.356603487796804
231,50.009925277111,36.35596048896891
231,50.00919510466772,36.35719030221027
154,50.00926330805398,36.35807676660308
231,50.00865348607469,36.35829526135041
308,50.010270293605416,36.356736515245125
224,50.010417662700256,36.355428377572366
231,50.01042436128475,36.35444857724377
154,50.0095776662782,36.35900744176957
154,50.010027000899,36.35897622823424
385,50.009541558849556,36.35978153744586
154,50.01151940363012,36.357908725473784
154,50.011507368309836,36.356928620464274
154,50.011366956017355,36.35617325290918
231,50.01032933185554,36.36014491660644
154,50.009950859620034,36.36091624878001
278,50.01154511189799,36.360108434678764
308,50.01069504501701,36.360580969065424
416,50.01283454308964,36.36005825815868
278,50.01467321312818,36.36264619958584
278,50.01421745806171,36.36196213759142
278,50.01644313346053,36.36893131079749
640,50.016910580605,36.36944220631016
645,50.01751350379676,36.36982341318299
154,50.01821667138116,36.36972148916001
154,50.01881297699698,36.36954982777415
154,50.01829250256385,36.37055833841606
231,50.01904046736611,36.37023647328586
308,50.019705698181184,36.36898119950084
154,50.019167999390056,36.36905093693884
154,50.01850620798798,36.37182970549191
560,50.019261063060476,36.372478800082966
308,50.019598848254525,36.373074250493445
308,50.02121848100882,36.37334914923902
308,50.02053948432666,36.37554319625773
154,50.02059807832782,36.37644441847894
231,50.02115624151848,36.37645389283902
231,50.022138530653564,36.37505914411313
231,50.021445760406536,36.37509133062298
1013,49.99815850305146,36.337751175083156
645,49.99910458541301,36.3396361986921
231,49.99930646393405,36.338596802834026
